 name:     iron                                                   Feff 8.20
 formula:  Fe
 sites:    Fe1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, bcc
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=26 Rmt= 1.347 Rnm= 1.395 K  shell
 Pot 1 Z=26 Rmt= 1.358 Rnm= 1.408
  4.200  1.9597E+00  1.5438E-02 -1.6162E+01  1.193E+00  6.0396E+00  4.6064E+00
  4.400  1.8696E+00  1.9458E-02 -1.6041E+01  1.175E+00  6.2038E+00  4.7784E+00
  4.600  1.7775E+00  2.5580E-02 -1.6013E+01  1.159E+00  6.3927E+00  4.9532E+00
  4.800  1.6850E+00  3.2467E-02 -1.6049E+01  1.142E+00  6.6025E+00  5.1304E+00
  5.000  1.5925E+00  3.9925E-02 -1.6134E+01  1.127E+00  6.8305E+00  5.3099E+00
  5.200  1.4999E+00  4.7298E-02 -1.6248E+01  1.113E+00  7.0744E+00  5.4914E+00
  5.400  1.4077E+00  5.3723E-02 -1.6368E+01  1.099E+00  7.3326E+00  5.6745E+00
  5.600  1.3157E+00  5.9221E-02 -1.6499E+01  1.087E+00  7.6038E+00  5.8592E+00
  5.800  1.2242E+00  6.3367E-02 -1.6635E+01  1.075E+00  7.8870E+00  6.0453E+00
  6.000  1.1332E+00  6.6103E-02 -1.6771E+01  1.064E+00  8.1812E+00  6.2325E+00
  6.500  9.0895E-01  6.6216E-02 -1.7112E+01  1.040E+00  8.9608E+00  6.7051E+00
  7.000  6.9206E-01  5.9665E-02 -1.7451E+01  1.022E+00  9.7970E+00  7.1827E+00
  7.500  4.8532E-01  5.0329E-02 -1.7778E+01  1.007E+00  1.0684E+01  7.6643E+00
  8.000  2.8954E-01  4.0442E-02 -1.8093E+01  9.947E-01  1.1618E+01  8.1489E+00
  8.500  1.0199E-01  3.1075E-02 -1.8403E+01  9.815E-01  1.2595E+01  8.6358E+00
  9.000 -8.1936E-02  2.3230E-02 -1.8704E+01  9.675E-01  1.3613E+01  9.1247E+00
  9.500 -2.6216E-01  1.7231E-02 -1.8984E+01  9.561E-01  1.4670E+01  9.6151E+00
 10.000 -4.3569E-01  1.2913E-02 -1.9235E+01  9.474E-01  1.5764E+01  1.0107E+01
 11.000 -7.6022E-01  7.6388E-03 -1.9664E+01  9.366E-01  1.8059E+01  1.1093E+01
 12.000 -1.0595E+00  5.0583E-03 -2.0061E+01  9.301E-01  2.0489E+01  1.2082E+01
 13.000 -1.3346E+00  3.7142E-03 -2.0496E+01  9.270E-01  2.3046E+01  1.3074E+01
 14.000 -1.5879E+00  2.6867E-03 -2.1007E+01  9.259E-01  2.5724E+01  1.4067E+01
 15.000 -1.8230E+00  1.8349E-03 -2.1514E+01  9.256E-01  2.8519E+01  1.5061E+01
 16.000 -2.0402E+00  1.0488E-03 -2.1903E+01  9.265E-01  3.1426E+01  1.6056E+01
 17.000 -2.2429E+00  8.3211E-04 -2.1723E+01  9.275E-01  3.4440E+01  1.7051E+01
 18.000 -2.4316E+00  1.1895E-03 -2.2088E+01  9.287E-01  3.7558E+01  1.8048E+01
 19.000 -2.6077E+00  1.4682E-03 -2.2774E+01  9.301E-01  4.0778E+01  1.9044E+01
 20.000 -2.7733E+00  1.6289E-03 -2.3555E+01  9.309E-01  4.4095E+01  2.0042E+01
